,episode_id,transition_id,state,action,immediate_reward,delayed_reward,infer_reward,infer_reward_gp,done,next_state,reward,weight,priority,pred_action,pred_reward
0,0,0,[0 0],0,0.0,0,,,False,[0 1],0,5.982441773114363e-05,0.8773154932654028,1.0,3.1580162048339844
1,0,1,[0 1],0,0.0,0,,,False,[0 2],0,6.138108173112451e-05,0.9001437212162244,1.0,3.25693941116333
2,0,2,[0 2],1,0.0,0,,,False,[1 2],0,6.323848224296315e-05,0.9273822018907605,1.0,2.913440704345703
3,0,3,[1 2],1,5.0,0,,,False,[2 2],0,5.969795821596922e-05,0.8754609847529767,1.0,3.2595748901367188
4,0,4,[2 2],0,0.0,0,,,False,[2 3],0,6.440285602494637e-05,0.944457556697835,1.0,3.8169140815734863
5,0,5,[2 3],0,0.0,0,,,False,[3 3],0,6.633217502710604e-05,0.9727507105008993,1.0,3.1563143730163574
6,0,6,[3 3],0,0.0,0,,,False,[3 4],0,5.7004823867598165e-05,0.8359666013744461,1.0,3.6069953441619873
7,0,7,[3 4],0,0.0,0,,,False,[3 5],0,6.455873907778614e-05,0.9467435566721004,1.0,3.0507750511169434
8,0,8,[3 5],1,0.0,0,,,False,[4 5],0,6.098741417015647e-05,0.8943706495586716,1.0,2.6728477478027344
9,0,9,[4 5],0,0.0,0,,,False,[5 5],0,6.0758866557656113e-05,0.8910190354686444,1.0,2.9912545680999756
10,0,10,[5 5],0,0.0,0,,,False,[5 6],0,6.422191789638373e-05,0.94180412805564,1.0,3.3298935890197754
11,0,11,[5 6],0,0.0,0,,,False,[5 7],0,6.581305309725393e-05,0.9651378706400946,1.0,2.979462146759033
12,0,12,[5 7],0,0.0,0,,,False,[5 8],0,6.761468921475071e-05,0.99155857541335,0.0,2.715488910675049
13,0,13,[5 8],1,0.0,0,,,False,[6 8],0,6.228574716944623e-05,0.9134104948073731,1.0,2.241800308227539
14,0,14,[6 8],1,0.0,0,,,False,[7 8],0,6.574368997660968e-05,0.9641206715981263,0.0,2.883978843688965
15,0,15,[7 8],1,0.0,0,,,False,[8 8],0,5.808605470488389e-05,0.8518226782293868,0.0,3.329930305480957
16,0,16,[8 8],1,0.0,0,,,False,[9 8],0,5.437197805079498e-05,0.7973563396441765,0.0,3.267228603363037
17,0,17,[9 8],0,-3.0,0,,,False,[9 9],0,6.451346153469247e-05,0.9460795687628225,1.0,3.5246777534484863
18,0,18,[9 9],0,-1.0,1,,,True,[-1 -1],1,6.972730289741684e-05,1.0225397163149959,0.0,3.464097499847412
19,21,0,[0 0],1,0.0,0,,,False,[1 0],0,5.8397587303926456e-05,0.8563912538405289,1.0,3.1580162048339844
20,21,1,[1 0],0,0.0,0,,,False,[1 1],0,6.071464999103496e-05,0.8903706066092099,1.0,3.641029119491577
21,21,2,[1 1],0,0.0,0,,,False,[1 2],0,6.16857978202118e-05,0.9046123338018903,1.0,3.854558229446411
22,21,3,[1 2],0,0.0,0,,,False,[1 3],0,6.089506118944007e-05,0.8930163079051371,1.0,3.2595748901367188
23,21,4,[1 3],1,0.0,0,,,False,[2 3],0,5.777425183703346e-05,0.8472501391695145,1.0,2.766420841217041
24,21,5,[2 3],0,0.0,0,,,False,[2 4],0,6.513199754741956e-05,0.9551503002080797,1.0,3.1563143730163574
25,21,6,[2 4],1,0.0,0,,,False,[3 4],0,6.072306736736273e-05,0.890494046083342,1.0,2.690842628479004
26,21,7,[3 4],1,0.0,0,,,False,[4 4],0,6.424845068592017e-05,0.9421932271596961,1.0,3.0507750511169434
27,21,8,[4 4],1,0.0,0,,,False,[4 5],0,6.714878527151914e-05,0.9847261687929056,1.0,3.442566394805908
28,21,9,[4 5],0,0.0,0,,,False,[4 6],0,6.579839858459579e-05,0.9649229645617936,1.0,2.9912545680999756
29,21,10,[4 6],1,0.0,0,,,False,[5 6],0,5.623664908906323e-05,0.824701441422984,1.0,2.655996322631836
30,21,11,[5 6],0,0.0,0,,,False,[5 7],0,6.553722508688727e-05,0.9610928970967038,1.0,2.979462146759033
31,21,12,[5 7],0,0.0,0,,,False,[5 8],0,6.786854244730052e-05,0.9952812923636818,0.0,2.715488910675049
32,21,13,[5 8],0,0.0,0,,,False,[6 8],0,6.662286243871932e-05,0.9770135947808877,1.0,2.241800308227539
33,21,14,[6 8],0,0.0,0,,,False,[6 9],0,6.679848789750338e-05,0.979589113972659,0.0,2.883978843688965
34,21,15,[6 9],1,0.0,0,,,False,[7 9],0,6.65880324784705e-05,0.9765028189987742,0.0,2.22944974899292
35,21,16,[7 9],0,-1.0,-1,,,True,[-1 -1],-1,7.296020537584718e-05,1.0699497127697801,0.0,3.052469253540039
36,25,0,[0 0],1,0.0,0,,,False,[1 0],0,6.053881506045845e-05,0.8877920155471909,1.0,3.1580162048339844
37,25,1,[1 0],1,0.0,0,,,False,[2 0],0,6.054076574232419e-05,0.8878206219839628,1.0,3.641029119491577
38,25,2,[2 0],0,0.0,0,,,False,[3 0],0,6.449674685692598e-05,0.9458344506935522,0.0,4.023699760437012
39,25,3,[3 0],0,0.0,0,,,False,[3 1],0,5.9679977722373247e-05,0.8751973036975388,0.0,4.477116107940674
40,25,4,[3 1],1,0.0,0,,,False,[4 1],0,6.552232196756168e-05,0.9608743452414883,1.0,5.244214057922363
41,25,5,[4 1],1,0.0,0,,,False,[5 1],0,6.308038958585458e-05,0.9250637984242001,1.0,5.849154949188232
42,25,6,[5 1],1,0.0,0,,,False,[6 1],0,5.817716419563761e-05,0.8531587843020105,1.0,6.063771724700928
43,25,7,[6 1],1,0.0,0,,,False,[7 1],0,6.280588386718309e-05,0.9210382160764913,1.0,6.338740348815918
44,25,8,[7 1],0,0.0,0,,,False,[7 2],0,6.824531897028005e-05,1.0008066596575873,0.0,6.6196489334106445
45,25,9,[7 2],1,0.0,0,,,False,[8 2],0,6.8330817915422e-05,1.0020604879784576,1.0,8.266525268554688
46,25,10,[8 2],0,27.0,0,,,False,[8 3],0,6.828976323077351e-05,1.001458427611149,1.0,8.54149341583252
47,25,11,[8 3],1,0.0,0,,,False,[9 3],0,6.229768357486707e-05,0.9135855402788837,1.0,9.496841430664062
48,25,12,[9 3],1,-1.0,26,,,True,[-1 -1],26,7.854996909478155e-05,1.1519227013971483,1.0,10.458285331726074
49,28,0,[0 0],0,0.0,0,,,False,[0 1],0,6.034574896259846e-05,0.8849607321799532,1.0,3.1580162048339844
50,28,1,[0 1],0,0.0,0,,,False,[0 2],0,6.006250964606931e-05,0.880807073020082,1.0,3.25693941116333
51,28,2,[0 2],0,0.0,0,,,False,[0 3],0,5.898730288997828e-05,0.8650393383499084,1.0,2.913440704345703
52,28,3,[0 3],0,0.0,0,,,False,[0 4],0,6.472755802804035e-05,0.9492192595076956,1.0,2.485118865966797
53,28,4,[0 4],0,0.0,0,,,False,[0 5],0,6.623894558713729e-05,0.9713835157129681,1.0,2.1761057376861572
54,28,5,[0 5],0,0.0,0,,,False,[0 6],0,6.741266540699995e-05,0.9885959286669206,1.0,1.896965742111206
55,28,6,[0 6],0,2.0,0,,,False,[0 7],0,6.854136640148884e-05,1.0051481477654722,1.0,1.6198631525039673
56,28,7,[0 7],0,0.0,0,,,False,[0 8],0,7.053200987629429e-05,1.0343406151265935,1.0,1.3430862426757812
57,28,8,[0 8],1,0.0,0,,,False,[1 8],0,6.29199240924603e-05,0.9227105976939908,1.0,1.0719561576843262
58,28,9,[1 8],1,-4.0,0,,,False,[2 8],0,6.0600713991466105e-05,0.888699753445011,1.0,1.2212209701538086
